id,subarea,objective,stem,options,correct_index,rationales,difficulty,assessment
Q623,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy","When evaluating a website, which criterion is LEAST useful?","{""Design aesthetics"",""Author's credentials"",""Date of publication"",""Evidence citations""}",0,"{""Correct! While design matters for usability, aesthetics don't determine credibility or accuracy."",""Author credentials indicate expertise and credibility—essential."",""Publication date shows currency—important for time-sensitive topics."",""Evidence citations demonstrate research quality—essential.""}",2,False
Q624,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",The purpose of a public service announcement is primarily to:,"{""Entertain"",""Inform or persuade"",""Amuse"",""Narrate""}",1,"{""PSAs can engage but entertainment isn't the primary purpose."",""Correct! PSAs inform audiences about issues and/or persuade them toward action or behavior change."",""Amusement may be a technique but not the goal."",""Narration is a method, not a purpose.""}",1,False
Q625,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",A speaker using celebrity endorsements to influence an audience uses which propaganda technique?,"{""Transfer"",""Testimonial"",""Plain folks"",""Fear appeal""}",1,"{""Transfer associates with symbols/concepts, not specific endorsers."",""Correct! Testimonial uses endorsements from individuals (especially celebrities) to build credibility."",""Plain folks presents speaker as ordinary person, opposite of celebrity."",""Fear appeal uses threats or warnings, not endorsements.""}",2,False
Q626,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Recognizing that film uses close-up shots to create empathy demonstrates:,"{""Critical media analysis"",""Visual confusion"",""Phonemic awareness"",""Literal comprehension""}",0,"{""Correct! Critical media analysis examines how technical choices (like shot selection) shape meaning and emotion."",""This shows understanding, not confusion."",""Phonemic awareness involves sound manipulation, not film analysis."",""Literal comprehension understands surface meaning, not analyzes technique.""}",2,False
Q627,Skills & Processes,"Reading Strategies, Critical Analysis, Reader Response, Cross-Curricular Writing, and Media Literacy",Identifying how background music intensifies a news segment's emotional tone analyzes:,"{""Nonverbal cues in media"",""Logical appeals"",""Morphological structure"",""Syntax""}",0,"{""Correct! Nonverbal cues in media include music, sound effects, and visuals that shape emotional response."",""Logical appeals use reasoning, not music."",""Morphological structure relates to word formation, not media."",""Syntax is sentence structure, not media production.""}",2,False
Q628,Meaning & Communication,Understand the integrated nature of the English language arts,"A middle school teacher has students read excerpts from a famous speech before writing their own persuasive paragraphs on a modern topic. To strengthen the connection between reading and writing, the teacher asks students to analyze the rhetorical techniques used in the speech before they draft their own work. The primary benefit of this activity is that it helps students:","{""memorize formal patterns of written and spoken argument."",""transfer comprehension strategies from reading into composition."",""imitate the stylistic conventions of historical texts."",""focus on correct spelling and punctuation while writing.""}",1,"{""Memorization is not the focus; understanding and application of rhetorical techniques is the goal."",""Correct! Students are connecting analytical reading (how rhetoric works) with their own writing decisions—an integrated literacy practice."",""Imitation is not the main goal; transferring analytical skills to composition is the focus."",""Spelling and punctuation are not the primary focus of analyzing rhetorical techniques.""}",2,False
Q629,Meaning & Communication,Understand the integrated nature of the English language arts,"After studying short stories with strong character development, students are asked to perform short dramatic readings of key scenes before writing a reflective essay about character motivation. The main advantage of this sequence is that it enables students to:","{""compare film and literature as forms of storytelling."",""understand narrative pacing through silent reading."",""internalize literary characterization through expressive performance."",""demonstrate memorization skills for key literary passages.""}",2,"{""Film comparison is not part of this activity; the focus is on dramatic reading and writing."",""Silent reading is not the method used here; students are performing aloud."",""Correct! Oral interpretation deepens comprehension and helps students feel how language shapes character and tone."",""Memorization is not the goal; understanding character motivation through performance is the focus.""}",2,False
Q630,Meaning & Communication,Understand the integrated nature of the English language arts,"A teacher plays an audio recording of a contemporary poet reading their own work, then asks students to analyze how the poet's vocal delivery affects meaning. Students then record themselves reading one of their own poems aloud. This assignment primarily promotes students' ability to:","{""evaluate how spoken language choices convey nuance and emotion."",""identify phonemic awareness in a literary context."",""assess the poet's adherence to standard pronunciation norms."",""memorize and recite poetry for performance competition.""}",0,"{""Correct! It links listening and speaking to interpretation—core ELA integration."",""Phonemic awareness relates to sound manipulation in language learning, not poetry analysis."",""Standard pronunciation is not the focus; vocal delivery and meaning are the goals."",""Memorization and competition are not the objectives; analysis and self-expression are the focus.""}",2,False
Q631,Meaning & Communication,Understand the integrated nature of the English language arts,Students in an English class maintain a weekly blog where they respond to class readings and comment on one another's posts. This activity most directly supports development in which area?,"{""grammar and sentence mechanics"",""collaborative writing and audience awareness"",""historical literary analysis"",""memorization of key vocabulary terms""}",1,"{""While grammar may be practiced, it is not the primary focus of blogging and commenting."",""Correct! Commenting and responding online merges reading, writing, and communication skills while reinforcing authentic audience awareness."",""Historical literary analysis may occur but is not the main benefit of the blog activity."",""Memorization is not a focus; the activity emphasizes interaction and communication.""}",2,False
Q632,Meaning & Communication,Understand the integrated nature of the English language arts,An English teacher asks students to create short podcasts explaining the themes of assigned novels and to include brief quotations to support their points. This approach best fosters:,"{""oral fluency through repeated reading practice."",""integrated comprehension by synthesizing speaking, reading, and writing skills."",""technical editing of recorded audio files."",""memorization of literary quotations for assessment purposes.""}",1,"{""Oral fluency may improve, but the main goal is integrating multiple literacy skills."",""Correct! Students read to gather evidence, write to plan their script, and speak to communicate analysis—pure language arts integration."",""Technical editing is a side skill, not the primary educational focus."",""Memorization is not the goal; synthesis and communication of ideas are the focus.""}",2,False
Q633,Meaning & Communication,History and development of the English language,"During the Old English period, the language was most heavily influenced by:","{""Latin brought by Roman missionaries"",""Norse vocabulary introduced through Viking contact"",""Celtic grammatical structures"",""Norman French syntax""}",1,"{""While Latin influenced Old English through Christianity, it was not the most pervasive influence."",""Correct! The Viking invasions infused Old English with Norse loanwords like 'sky,' 'egg,' and 'window,' shaping northern dialects."",""Celtic had minimal impact on Old English grammar; most Celtic influence was place names."",""Norman French came later during the Middle English period, not Old English.""}",2,False
Q634,Meaning & Communication,History and development of the English language,Which event most contributed to the standardization of English spelling and grammar?,"{""The Great Vowel Shift"",""The introduction of the printing press by William Caxton in 1476"",""The Protestant Reformation"",""The publication of Johnson's Dictionary of the English Language in 1755""}",1,"{""The Great Vowel Shift changed pronunciation but did not standardize spelling."",""Correct! The printing press made written English more uniform and spread London's dialect as a standard."",""The Reformation influenced Bible translation but was not the primary standardization force."",""Johnson's Dictionary was important but came after printing had already established many standards.""}",2,False
Q635,Meaning & Communication,History and development of the English language,Which development most clearly reflects the influence of global expansion on the English language?,"{""The adoption of words like café and rendezvous"",""The inclusion of loanwords from Hindi, Arabic, and Swahili"",""The simplification of English verb conjugations"",""The creation of Middle English poetic forms""}",1,"{""French borrowings reflect European contact, not global expansion."",""Correct! Colonial contact introduced vocabulary such as 'bungalow,' 'algebra,' and 'safari,' demonstrating English's global borrowing."",""Verb simplification was an internal development, not due to global expansion."",""Middle English poetry was a literary development, not related to global contact.""}",2,False
Q636,Meaning & Communication,History and development of the English language,Which factor most contributed to the divergence of British and American English spelling conventions?,"{""The establishment of colonial universities"",""Noah Webster's dictionary reforms"",""The Industrial Revolution"",""Early missionary translation projects""}",1,"{""Colonial universities preserved British conventions rather than diverging from them."",""Correct! Webster intentionally simplified spellings—'color' vs. 'colour'—to promote linguistic independence in the new nation."",""The Industrial Revolution affected vocabulary but not systematic spelling differences."",""Missionary projects did not focus on spelling reform.""}",2,False
Q637,Meaning & Communication,History and development of the English language,Which of the following best explains the rapid expansion of new vocabulary during the 20th century?,"{""Growth of literacy and public schooling"",""Technological and scientific innovation"",""Simplification of English grammar"",""Increased translation of classical texts""}",1,"{""Literacy growth helped spread language but did not create new vocabulary."",""Correct! Terms like 'television,' 'internet,' and 'genetic code' arose with modern inventions and discoveries."",""Grammar simplification is unrelated to vocabulary expansion."",""Classical translations added some terms but not at the pace of modern technology.""}",2,False
Q638,Meaning & Communication,History and development of the English language,Which statement best illustrates how social movements shape language?,"{""Increased borrowing from Latin during the Renaissance"",""The emergence of gender-inclusive pronouns such as they for singular use"",""The creation of dictionaries to define 'standard' language"",""The replacement of Middle English endings with Modern English ones""}",1,"{""Latin borrowing was driven by scholarly interests, not social movements."",""Correct! Contemporary social awareness influences evolving norms of identity and expression."",""Dictionary creation reflected prescriptive authority, not social movements."",""Grammar changes from Middle to Modern English were evolutionary, not movement-driven.""}",2,False
Q639,Meaning & Communication,History and development of the English language,"Which of the following is an example of English as a living, evolving language?","{""The preservation of Old English in historical archives"",""The continued use of Shakespearean English in modern writing"",""The emergence of internet slang and new verb forms such as 'to google'"",""The adoption of prescriptive grammar handbooks in schools""}",2,"{""Preservation of Old English maintains history but does not show evolution."",""Using Shakespearean English is archaic practice, not evolution."",""Correct! Digital communication continuously produces new vocabulary and usage patterns."",""Prescriptive handbooks attempt to freeze language, not demonstrate evolution.""}",2,False
Q640,Meaning & Communication,History and development of the English language,Which statement best reflects how regional dialects develop within a single language?,"{""They arise from deliberate educational reforms."",""They result from isolation and distinct cultural contact patterns."",""They emerge only in rural communities."",""They reflect the random variation of individual speakers.""}",1,"{""Educational reforms try to standardize, not create dialects."",""Correct! Geography, migration, and community interaction create region-specific pronunciations and idioms."",""Dialects develop in both urban and rural areas."",""Dialect formation is systematic, not random individual variation.""}",2,False
Q641,Meaning & Communication,History and development of the English language,"The English used by writers of the Harlem Renaissance (e.g., Langston Hughes, Zora Neale Hurston) demonstrates:","{""rejection of African linguistic heritage"",""codification of formal standard English"",""creative adaptation of vernacular speech to convey cultural identity"",""resistance to all linguistic experimentation""}",2,"{""Harlem Renaissance writers embraced African linguistic heritage."",""They challenged formal conventions rather than codifying them."",""Correct! Writers blended African American vernacular with literary English to express cultural voice and authenticity."",""Harlem Renaissance was marked by linguistic experimentation, not resistance to it.""}",2,False
Q642,Meaning & Communication,History and development of the English language,"In contemporary linguistics, the term World Englishes refers to:","{""Attempts to restore classical grammar in global education"",""Localized varieties of English shaped by regional and cultural factors"",""The replacement of native languages with English worldwide"",""Simplified English used exclusively in diplomacy""}",1,"{""World Englishes recognizes diversity, not restoration of classical grammar."",""Correct! 'World Englishes' recognizes that British, Indian, Nigerian, and Singaporean English are all legitimate, evolving varieties."",""The term celebrates multilingualism, not language replacement."",""World Englishes includes all varieties, not just simplified diplomatic English.""}",2,False
Q643,Literature & Understanding,Understanding the purposes and values of teaching literature,"A teacher organizes a literature unit including The Joy Luck Club by Amy Tan, Bless Me, Ultima by Rudolfo Anaya, and The Namesake by Jhumpa Lahiri. The teacher's primary purpose in selecting these works is to:","{""expose students to novels written exclusively in first person."",""highlight the influence of myth and folklore in contemporary fiction."",""explore the experiences of cultural identity and assimilation in the United States."",""teach students how to apply postmodern literary theory.""}",2,"{""While some may use first person, narrative perspective is not the unifying theme."",""Myth and folklore appear but are not the primary focus across all three novels."",""Correct! Each novel portrays generational and cultural negotiation—ideal for discussing identity and assimilation."",""Postmodern theory is not the main instructional goal of this selection.""}",2,False
Q644,Literature & Understanding,Understanding the purposes and values of teaching literature,A high-school class reads The Diary of Anne Frank alongside Night by Elie Wiesel. The teacher's goal is most likely to:,"{""demonstrate different approaches to narrative structure."",""examine personal and historical perspectives on human rights and moral courage."",""introduce students to post-World War II literary techniques."",""analyze translation differences between European and American editions.""}",1,"{""While structure varies, it is not the primary educational purpose of pairing these texts."",""Correct! Pairing survivor accounts helps students connect literature to ethical and historical understanding."",""Literary techniques are secondary to the human rights and moral themes."",""Translation analysis is not the focus of this pairing.""}",2,False
Q645,Literature & Understanding,Understanding the purposes and values of teaching literature,An English teacher assigns Their Eyes Were Watching God and asks students to compare it with modern spoken-word poetry exploring similar themes. This assignment primarily helps students:,"{""practice formal citation in research essays."",""identify social commentary on gender and voice across time periods."",""memorize dialect for oral performance."",""evaluate publishing trends in African American literature.""}",1,"{""Citation practice is a skill outcome, not the primary purpose of thematic comparison."",""Correct! It links historical and contemporary expressions of autonomy and voice—illustrating literature's social purpose."",""Memorization of dialect is not the instructional goal."",""Publishing trends are not the focus of this thematic comparison.""}",2,False
Q646,Literature & Understanding,Understanding the purposes and values of teaching literature,"A teacher selects several environmental poems and essays, such as those by Mary Oliver and Wendell Berry, for a thematic unit titled 'Literature of Place.' The main instructional purpose of this unit is to:","{""demonstrate scientific accuracy in literary description."",""connect students' reading to ecological awareness and personal reflection."",""teach metrical variation in free verse poetry."",""focus on the economic factors influencing rural literature.""}",1,"{""Scientific accuracy is not the primary goal of literary study."",""Correct! It integrates literature with environmental ethics and reflective thinking."",""Meter is a technical element, not the main purpose of this thematic unit."",""Economic factors are not the central focus of environmental literature study.""}",2,False
Q647,Literature & Understanding,Understanding the purposes and values of teaching literature,"During a world-literature course, students read Things Fall Apart by Chinua Achebe and discuss colonial perspectives portrayed in early British novels. The teacher's intent in this comparison is to:","{""reinforce grammar and vocabulary from non-Western sources."",""expose students to non-Western viewpoints and post-colonial themes."",""illustrate the chronological development of the English novel."",""teach students translation methods for African languages.""}",1,"{""Grammar and vocabulary are not the primary focus of this comparison."",""Correct! Achebe's work reclaims narrative authority, showing literature's power to challenge dominant cultural perspectives."",""Chronological development is secondary to examining cultural perspectives."",""Translation methods are not the goal of this comparative study.""}",2,False
Q648,Literature & Understanding,"World Literature in English, exclusive of North America","In Wuthering Heights, Emily Brontë's use of multiple narrators and a non-linear structure primarily serves to:","{""create a sense of historical distance between reader and character."",""emphasize the power of social hierarchy in determining fate."",""present differing psychological perspectives that complicate moral judgment."",""highlight the influence of classical myth on Romantic storytelling.""}",2,"{""While historical distance exists, the primary purpose is psychological complexity, not temporal separation."",""Social hierarchy is a theme, but the narrative structure's main function is to present multiple viewpoints."",""Correct! Brontë's framing devices (Lockwood and Nelly) invite readers to weigh conflicting viewpoints, deepening the novel's moral ambiguity."",""Classical myth is not the primary influence on Brontë's narrative technique.""}",2,False
Q649,Literature & Understanding,"World Literature in English, exclusive of North America",Elizabeth Gaskell's North and South explores industrialization and class conflict in Victorian England. Her portrayal of these social tensions is most significant because it:,"{""romanticizes the lives of working-class characters to promote idealism."",""integrates social realism with moral sympathy to critique economic inequality."",""rejects political engagement in favor of domestic harmony."",""portrays the decline of rural England through comic irony.""}",1,"{""Gaskell presents realistic, not romanticized, portrayals of working-class life."",""Correct! Gaskell's realist approach humanizes labor issues and bridges moral and social commentary—an early example of industrial fiction."",""The novel actively engages with political and economic issues rather than avoiding them."",""Comic irony is not the dominant tone; Gaskell employs earnest social realism.""}",2,False
Q650,Literature & Understanding,"World Literature in English, exclusive of North America",Charlotte Brontë's Jane Eyre was groundbreaking among nineteenth-century novels because it:,"{""portrayed a heroine who rejects both love and independence."",""depicted a female protagonist whose moral and emotional autonomy challenge Victorian gender norms."",""idealized romantic dependence as a form of social stability."",""dismissed religious and moral struggle as irrelevant to personal growth.""}",1,"{""Jane seeks both love and independence on her own terms, not rejecting either."",""Correct! Jane's insistence on self-respect and conscience makes the novel an early feminist and psychological narrative."",""The novel critiques, rather than idealizes, romantic dependence that compromises autonomy."",""Religious and moral struggle are central to Jane's character development throughout the novel.""}",2,False
Q651,Literature & Understanding,"World Literature in English, exclusive of North America",Emily Brontë's depiction of nature in Wuthering Heights differs from typical Romantic literature because it:,"{""presents the natural world as indifferent or violent rather than purely inspiring."",""replaces imagery of rural beauty with industrial landscapes."",""idealizes pastoral life as an escape from moral decay."",""omits natural imagery to focus entirely on domestic interiors.""}",0,"{""Correct! Her wild moorland setting mirrors the intensity of human passion and cruelty—nature as emotional landscape, not idyllic refuge."",""The novel is set on the moors, not in industrial landscapes."",""Brontë subverts pastoral idealization by presenting nature as harsh and unforgiving."",""Natural imagery is central to the novel's atmosphere and symbolism.""}",2,False
Q652,Literature & Understanding,"World Literature in English, exclusive of North America","In Mary Barton, Elizabeth Gaskell combines sentimental narrative techniques with journalistic observation to:","{""disguise political content beneath conventional romance."",""argue that industrial progress inevitably leads to social harmony."",""appeal to middle-class readers' empathy for working-class suffering."",""portray factory life as an entertaining backdrop for personal ambition.""}",2,"{""Rather than disguising political content, Gaskell makes it central and explicit through empathetic storytelling."",""The novel critiques, not celebrates, industrial progress without social reform."",""Correct! Gaskell uses empathy and realism to awaken social conscience among her readership—hallmarks of early social-problem fiction."",""Factory life is portrayed seriously as a site of suffering, not entertainment.""}",2,False
Q653,Genre & Craft,English syntax and sentence structure,Which of the following sentences violates the conventions of English syntax?,"{""The candle flickered softly in the wind."",""Down the stairs fell the book with a thud."",""They the park quickly across ran."",""The dog barked loudly at the mail carrier.""}",2,"{""This follows standard subject–verb–object order with proper syntax."",""This uses inverted word order for emphasis, which is grammatically acceptable in English."",""Correct! 'They the park quickly across ran' scrambles normal English word order (subject–verb–object) and violates syntax conventions."",""This follows standard English syntax with subject, verb, and adverbial phrase.""}",1,False
Q654,Genre & Craft,Parallel structure and sentence coherence,Which sentence demonstrates faulty parallel structure?,"{""The hikers were cold, tired, and hungry for dinner."",""She enjoys dancing, to swim, and playing tennis."",""He came, he saw, he conquered."",""The speech was long but inspiring.""}",1,"{""This maintains parallel structure with three adjectives in a series."",""Correct! Parallel structure requires consistent grammatical forms — this should be 'dancing, swimming, and playing' (all gerunds) or 'to dance, to swim, and to play' (all infinitives)."",""This demonstrates excellent parallel structure with three parallel clauses."",""This uses parallel adjectives to describe the speech.""}",2,False
Q655,Genre & Craft,Sentence fragments and complete sentences,Which of the following sentences contains a sentence fragment?,"{""After the rain stopped, the children ran outside."",""Because she was late to the meeting."",""The bus left at noon sharp."",""The teacher collected the homework on time.""}",1,"{""This is a complete sentence with a dependent clause followed by an independent clause."",""Correct! 'Because she was late to the meeting' is a dependent clause missing its main clause. It needs an independent clause to be complete."",""This is a complete sentence with subject, verb, and additional details."",""This is a complete sentence with subject, verb, and object.""}",2,False
Q656,Genre & Craft,Modifiers and clarity,Which of the following sentences demonstrates a misplaced modifier?,"{""She nearly drove her car for ten hours without stopping."",""The teacher handed the papers to the students on the desk."",""Running quickly, the child caught the ball."",""After lunch, the meeting resumed promptly.""}",1,"{""While 'nearly' could be clearer if moved, the sentence meaning is relatively clear."",""Correct! 'On the desk' incorrectly modifies 'students,' implying they were sitting on the desk rather than the papers being on the desk. The modifier is misplaced."",""The modifier 'Running quickly' correctly modifies 'the child.'"",""The modifier 'After lunch' correctly modifies when the meeting resumed.""}",2,False
Q657,Genre & Craft,Structural ambiguity and coordination,Which of the following sentences is structurally ambiguous because of faulty coordination?,"{""The coach praised the players, and the crowd cheered loudly."",""She told him she loved her cat and so did he."",""The storm passed quickly and left the sky clear."",""He wanted to visit London and Paris during his trip.""}",1,"{""This has clear coordination between two independent clauses with no ambiguity."",""Correct! 'She told him she loved her cat and so did he' could mean he also told her, or that he also loved her cat — structural ambiguity through coordination."",""This clearly coordinates two actions performed by the storm."",""This clearly coordinates two cities he wanted to visit.""}",2,False
Q658,Genre & Craft,Morphology and word structure,Which of the following words contains two bound morphemes?,"{""unbelievable"",""happiness"",""walking"",""sunlight""}",0,"{""Correct! 'Un-' and '-able' are both bound morphemes attached to the free base 'believe.' Neither can function as independent words."",""This contains one bound morpheme ('-ness') attached to the free morpheme 'happy.'"",""This contains one bound morpheme ('-ing') attached to the free morpheme 'walk.'"",""This is a compound word containing two free morphemes ('sun' + 'light'), not bound morphemes.""}",2,False
Q659,Genre & Craft,Inflectional vs. derivational morphology,Which of the following best illustrates inflectional morphology?,"{""Change → changer"",""Teach → teacher"",""Quick → quickly"",""Walk → walked""}",3,"{""This is derivational morphology; '-er' creates a new noun from a verb."",""This is derivational morphology; '-er' creates a new noun (person who teaches) from a verb."",""This is derivational morphology; '-ly' changes an adjective into an adverb."",""Correct! '-ed' marks past tense, an inflection that changes grammatical function but not lexical meaning. 'Walked' remains a verb with the same core meaning.""}",2,False
Q660,Genre & Craft,Syntactic ambiguity,Which of these sentences demonstrates syntactic ambiguity created by phrase structure?,"{""Visiting relatives can be exhausting."",""The teacher collected the essays before lunch."",""They ran down the hill quickly."",""The book on the desk belongs to Maria.""}",0,"{""Correct! 'Visiting relatives' can function as a noun phrase (the act of visiting) or a participial phrase (relatives who are visiting). The phrase structure permits both interpretations."",""This has clear phrase structure with no ambiguity about who collected what and when."",""This has straightforward structure indicating manner and direction of running."",""The prepositional phrase 'on the desk' clearly modifies 'book' with no ambiguity.""}",2,False
Q661,Genre & Craft,Derivational morphology,Which of the following illustrates derivational morphology?,"{""Run → running"",""Happy → unhappy"",""Cat → cats"",""Sleep → slept""}",1,"{""This is inflectional morphology; '-ing' creates the present participle form without changing core meaning."",""Correct! Adding 'un-' creates a new word with a changed meaning (opposite), not just a grammatical variation. This is derivational morphology."",""This is inflectional morphology; '-s' marks plural without changing the core meaning."",""This is inflectional morphology; the vowel change marks past tense without creating a new word.""}",2,False
Q662,Genre & Craft,Semantic agreement,Which sentence violates semantic agreement (the logical relationship between subject and predicate)?,"{""The idea was fascinating."",""The committee have made its decision."",""The thunder laughed across the sky."",""The flowers were blooming early.""}",2,"{""This has proper semantic agreement; ideas can be fascinating."",""This has a subject-verb agreement error (number mismatch), not a semantic violation."",""Correct! Thunder doesn't literally laugh — this is a semantic mismatch (though acceptable as figurative language/personification). The predicate is incompatible with the nature of the subject."",""This has proper semantic agreement; flowers can bloom.""}",2,False
Q663,Skills & Processes,Understanding the active and constructive nature of viewing and visually representing information,"Students are comparing two television advertisements for the same product—one presented as a celebrity endorsement and the other as a short animated story. To help students understand how visual choices influence perception, which question would be most effective to ask first?","{""Which advertisement do you personally prefer?"",""What is each advertisement's main visual technique for persuasion?"",""How long is each advertisement?"",""How much did the company pay for celebrity participation?""}",1,"{""Personal preference doesn't focus on analyzing visual construction techniques."",""Correct! This question directs attention to how visual construction conveys meaning—central to media analysis."",""Duration is a technical detail that doesn't address how visuals shape perception."",""Production costs are irrelevant to analyzing persuasive visual techniques.""}",2,False
Q664,Skills & Processes,Understanding the active and constructive nature of viewing and visually representing information,"After watching a documentary about pollution, a teacher asks students to identify how the filmmaker's camera angles, lighting, and editing influenced their emotional response. This question mainly promotes students' ability to:","{""summarize factual information accurately."",""identify visual techniques that shape viewer interpretation."",""critique the accuracy of the documentary's data."",""predict what might happen if pollution continues.""}",1,"{""Summarizing facts doesn't address how visual techniques construct meaning and emotion."",""Correct! Students learn that visual media doesn't just show—it constructs emotion and perspective through deliberate choices."",""Data accuracy is separate from understanding how visual techniques influence viewer response."",""Making predictions about pollution is unrelated to analyzing filmmaking techniques.""}",2,False
Q665,Skills & Processes,Understanding the active and constructive nature of viewing and visually representing information,"Students view two news clips about the same international event, one from a U.S. network and the other from a foreign broadcaster. The teacher asks, 'What differences do you notice in the way each network represents the people involved?' This question primarily helps students:","{""practice distinguishing between facts and opinions."",""evaluate the influence of cultural perspective on visual representation."",""identify technical limitations of video production."",""memorize global geography related to the event.""}",1,"{""While related, the focus is specifically on representation and bias, not general fact-opinion distinction."",""Correct! The focus is on representation and bias—a core part of visual literacy. Students learn how cultural perspective shapes what is shown and how it's portrayed."",""Technical limitations don't address how different networks construct meaning through representation."",""Geography memorization is unrelated to analyzing visual representation and bias.""}",2,False
Q666,Skills & Processes,Understanding the active and constructive nature of viewing and visually representing information,A teacher asks students to design an infographic summarizing a short article on renewable energy. This activity most directly develops students' understanding of:,"{""how color, proportion, and layout affect communication."",""how to cite digital sources in academic writing."",""how to calculate data trends accurately."",""how to critique authors' tone and mood.""}",0,"{""Correct! Constructing visuals teaches how design choices shape message clarity and emphasis. Students actively experience how visual representation constructs meaning."",""Citation skills are separate from understanding visual design principles."",""Data calculation is a math skill, not visual representation analysis."",""Critiquing tone relates to reading comprehension, not visual design principles.""}",2,False
Q667,Skills & Processes,Understanding the active and constructive nature of viewing and visually representing information,"Students view a short film with rapid editing and upbeat music. The teacher then asks, 'What mood or message do these visual and sound choices create?' This question best fosters students' ability to:","{""analyze how multimodal techniques influence audience response."",""determine the literal sequence of events in the film."",""memorize key dialogue for later discussion."",""evaluate the technical quality of film editing.""}",0,"{""Correct! Integrating sound and imagery analysis reinforces how meaning is actively built through visual composition and audio cues. This is multimodal literacy."",""Determining event sequence focuses on comprehension, not how techniques shape response."",""Memorizing dialogue doesn't address how visual and audio choices construct meaning."",""Technical quality evaluation doesn't focus on how these choices influence audience interpretation.""}",2,False
Q668,Meaning & Communication,Language evolution and lexical development,Which of the following is the most likely reason that the term streaming has become part of the Standard American English lexicon?,"{""It expresses a newly developed technology and everyday activity."",""It originated as a slang term used only in music journalism."",""It replaced a classical Latin term that was difficult to spell."",""It has remained unchanged in meaning since the nineteenth century.""}",0,"{""Correct! 'Streaming' filled a new communicative need tied to digital media—exactly how English expands to accommodate technological and cultural changes."",""While it may have appeared in specialized contexts first, it became mainstream because it describes a universal activity, not just journalism."",""There was no difficult Latin term it replaced; it arose organically from the technological need."",""The digital media sense of 'streaming' is recent, not from the nineteenth century.""}",2,False
Q669,Meaning & Communication,Language evolution and lexical development,Which of the following newly coined words is most likely to become a permanent part of standard English?,"{""doomscrolling — obsessive reading of negative online news"",""fleeky-boo — a short-lived social-media catchphrase"",""quizzify — an invented term with no real application"",""scribblr — a single brand name with no generic meaning""}",0,"{""Correct! It describes a recognizable human behavior in the digital era; utility and widespread recognition predict longevity in the lexicon."",""Short-lived catchphrases typically fade without sustained use or clear utility."",""Invented terms without practical application rarely gain traction in the language."",""Brand names remain specific unless they become genericized (like 'xerox' or 'kleenex'), which requires widespread adoption.""}",2,False
Q670,Meaning & Communication,Language evolution and lexical development,"The widespread acceptance of terms such as blog, podcast, and selfie best illustrates which characteristic of the English language?","{""Its ability to generate new words to describe cultural innovations"",""Its reliance on foreign borrowings for vocabulary expansion"",""Its decline in grammatical precision over time"",""Its preference for formal, academic registers""}",0,"{""Correct! English grows through creative adaptation to new technologies and experiences. These terms arose from technological and cultural shifts."",""These are newly coined English words, not borrowings from other languages."",""These new words don't indicate grammatical decline—they show lexical innovation and adaptability."",""These terms emerged from informal, popular culture, not formal academic contexts.""}",2,False
Q671,Meaning & Communication,Semantic change and language evolution,Which of the following examples best demonstrates the process of semantic shift in English?,"{""The word tweet changing from a bird sound to an online post"",""The word ballet entering English from French"",""The word run forming the noun runner"",""The word color spelled without the British u""}",0,"{""Correct! 'Tweet' gained a new, technology-driven meaning—semantic change in action. The original meaning remains, but a new sense was added."",""This is borrowing, not semantic shift. The word maintains its original meaning from French."",""This is derivation (morphological word formation), not semantic shift."",""This is spelling variation between dialects, not semantic change.""}",2,False
Q672,Meaning & Communication,Language evolution and social change,The increasing use of gender-neutral pronouns such as they in singular contexts primarily reflects:,"{""a shift in grammatical rules caused by foreign influence."",""resistance to prescriptive grammar and changing social norms."",""a decline in written literacy skills."",""confusion between spoken and written registers.""}",1,"{""This change is driven by social awareness within English, not foreign language influence."",""Correct! Language adapts to evolving social consciousness—English adjusts its grammar to reflect inclusivity and recognition of diverse identities."",""This represents linguistic evolution in response to social needs, not declining literacy."",""Singular 'they' appears in both spoken and written registers; it's a deliberate grammatical adaptation, not confusion.""}",2,False
Q673,Meaning & Communication,Language borrowing and etymology,"The words piano, balcony, and opera entered English as a result of contact with which language?","{""French"",""Italian"",""Spanish"",""German""}",1,"{""While French contributed many words to English, these specific terms are Italian."",""Correct! These are Italian borrowings from the Renaissance era, reflecting Italy's influence on art and music."",""Spanish contributed different vocabulary, particularly related to the Americas."",""German contributed educational and philosophical terms, not these artistic ones.""}",1,False
Q674,Meaning & Communication,Language borrowing and etymology,"The English words cookie, boss, and yacht came into the language primarily through contact with speakers of:","{""Dutch"",""Gaelic"",""Portuguese"",""Norse""}",0,"{""Correct! Dutch traders and settlers contributed many everyday and nautical terms during the seventeenth century."",""Gaelic contributed some place names and cultural terms but not these specific words."",""Portuguese contributed fewer terms to English, mainly related to trade."",""Norse contributed many words but much earlier, during the Viking Age.""}",1,False
